wtDoppler,wtDopplerPos,wtDopplerNeg,wtRange,numDetections,wtAzimuthMean,wtElevMean,azDoppCorr,wtAzimuthStd,wtdElevStd,label
-7.728518009185791,33.973106384277344,-16.022905349731445,5.26655912399292,44.0,-4.463903903961182,0.7273085117340088,0.45772767066955566,0.6826076507568359,0.7712389826774597,0
-7.310245513916016,33.16656494140625,-16.943918228149414,5.377382278442383,58.0,-4.443558216094971,1.6931403875350952,0.508450448513031,1.2947750091552734,1.434849500656128,0
-8.56468677520752,34.03902816772461,-18.878808975219727,5.3138885498046875,76.0,-6.031073093414307,4.029353618621826,0.6193655729293823,8.404048919677734,4.78459358215332,0
-10.652647018432617,34.34431076049805,-14.95374584197998,4.96480131149292,104.0,-2.896836280822754,3.9676520824432373,0.5186570882797241,2.6927919387817383,0.6692094802856445,0
-9.85344123840332,33.9615478515625,-12.397090911865234,4.614421367645264,109.0,-0.4135863780975342,5.021115779876709,0.3970268666744232,0.7022209763526917,0.39592742919921875,0
-7.375823020935059,33.977046966552734,-16.209957122802734,3.9524683952331543,78.0,0.5765160322189331,4.164092063903809,0.37647542357444763,2.6239776611328125,6.180728912353516,0
4.251900672912598,23.24920654296875,-32.18050765991211,4.026289463043213,39.0,12.013443946838379,2.1469995975494385,0.5746784806251526,0.7553253173828125,0.12539052963256836,0
10.852896690368652,22.4110164642334,-34.12331771850586,4.287339210510254,86.0,12.744417190551758,1.208215355873108,0.7602513432502747,45.12852478027344,3.094045639038086,0
10.49094009399414,21.601518630981445,-35.54743576049805,4.724740982055664,69.0,7.084478378295898,-1.8348292112350464,0.7985101342201233,176.37277221679688,1.1444568634033203,0
1.382875919342041,24.047338485717773,-35.79087448120117,4.8043012619018555,26.0,12.712034225463867,-3.9432694911956787,0.7732247710227966,2.26422119140625,6.0309247970581055,0
3.202814817428589,19.880220413208008,-36.103824615478516,5.232879161834717,18.0,13.112837791442871,-3.649864435195923,0.7713196277618408,1.1350860595703125,0.47770118713378906,0
1.8779791593551636,35.412384033203125,-34.615352630615234,4.313282489776611,1.0,2.0770280361175537,-2.4350688457489014,0.7489067912101746,67.48403930664062,27.788476943969727,0
-3.2212934494018555,35.351524353027344,-36.59120559692383,4.342360019683838,0.0,-1.0494869947433472,-1.0498765707015991,0.749921441078186,64.32330322265625,107.09220123291016,0
-2.886451005935669,34.01668167114258,-35.056243896484375,4.3027262687683105,2.0,0.7048951983451843,5.675628662109375,0.7018943428993225,114.95187377929688,86.94036865234375,0
2.5937163829803467,34.16446304321289,-34.34327697753906,4.352791786193848,1.0,5.342857360839844,-2.9671339988708496,0.6397934556007385,128.59906005859375,52.47222900390625,0
-2.9190032482147217,33.31832504272461,-35.531288146972656,4.387810230255127,3.0,1.3601149320602417,1.13853120803833,0.5972015261650085,114.32823944091797,66.80099487304688,0
